Glyma2.0	Glyma1.1	chromosome_number	start_mb	stop_mb
Glyma.01g049500	Glyma01g05970	1	5802428	5803205
Glyma.01g049600	Glyma01g05980	1	5814082	5816546
Glyma.01g049700	NA	1	5828540	5829148
Glyma.01g049800	Glyma01g06001	1	5833564	5834341
Glyma.01g049900	Glyma01g06010	1	5863028	5863825
Glyma.01g050000	NA	1	5869189	5875883
Glyma.01g050100	Glyma01g06030	1	5887154	5889544
Glyma.01g050200	NA	1	5937299	5938795
Glyma.01g050300	NA	1	5945707	5945982
Glyma.01g050400	Glyma01g06060	1	5963947	5970745
Glyma.01g050500	Glyma01g06080	1	5994189	5997069
Glyma.01g050600	Glyma01g06091	1	6015600	6015962
Glyma.01g050700	NA	1	6026181	6027108
Glyma.01g050800	NA	1	6027753	6027965
Glyma.01g050900	Glyma01g06110	1	6028164	6030169
Glyma.01g051000	Glyma01g06121	1	6037670	6039017
Glyma.01g051100	Glyma01g06131	1	6040337	6040909
Glyma.01g051200	Glyma01g06140	1	6050101	6055660
Glyma.01g051300	Glyma01g06150	1	6060477	6062256
Glyma.01g051400	Glyma01g06170	1	6084443	6094775
Glyma.01g051500	NA	1	6104538	6105839
Glyma.01g051600	Glyma01g06181	1	6114439	6115803
Glyma.01g051700	Glyma01g06192	1	6252995	6254510
Glyma.01g051800	Glyma01g06203	1	6280631	6282369
Glyma.01g051900	Glyma01g06214	1	6298045	6299600
Glyma.01g052000	Glyma01g06250	1	6318111	6319197
Glyma.01g052100	NA	1	6319418	6320580
Glyma.01g052200	Glyma01g06260	1	6327782	6335321
Glyma.01g052300	Glyma01g06265	1	6337006	6343767
Glyma.01g052400	Glyma01g06270	1	6366733	6370404
Glyma.01g052500	Glyma01g06281	1	6371600	6378261
Glyma.01g052600	Glyma01g06290	1	6429215	6439635
Glyma.01g052700	Glyma01g06300	1	6440815	6444119
Glyma.01g052800	Glyma01g06320	1	6451907	6456616
Glyma.01g0529002	NA	1	6518999	6534157
Glyma.01g0529001	NA	1	6538430	6538971
Glyma.01g053000	NA	1	6569222	6569868
Glyma.01g053100	Glyma01g06370	1	6620086	6625502
Glyma.01g053200	Glyma01g06380	1	6632524	6638087
Glyma.01g053300	Glyma01g06450	1	6710590	6717720
Glyma.01g053400	NA	1	6750381	6758391
Glyma.01g053500	Glyma01g06480	1	6750513	6750737
Glyma.01g053600	Glyma01g06530	1	6787041	6793340
Glyma.01g053700	Glyma01g06540	1	6798695	6804489
Glyma.01g053800	Glyma01g06550	1	6810996	6816226
Glyma.01g053900	Glyma01g06575	1	6835875	6836372
Glyma.01g054000	Glyma01g06600	1	6955912	6957783
Glyma.01g054100	Glyma01g06610	1	6959413	6966690
Glyma.01g054200	Glyma01g06620	1	6973767	6977347
Glyma.01g054300	Glyma01g06630	1	6997115	7000465
Glyma.01g054400	Glyma01g06640	1	7002015	7004894
Glyma.01g054500	Glyma01g06660	1	7017265	7022863
Glyma.01g054600	NA	1	7023096	7025153
Glyma.01g054700	Glyma01g06671	1	7072113	7074464
Glyma.01g054800	Glyma01g06681	1	7093897	7097567
Glyma.01g054900	Glyma01g06690	1	7108035	7110521
Glyma.01g055000	Glyma01g06700	1	7113117	7115770
Glyma.01g055100	NA	1	7122525	7123323
Glyma.01g055200	Glyma01g06720	1	7147570	7149067
Glyma.01g055300	Glyma01g06730	1	7150244	7159553
Glyma.01g055400	Glyma01g06740	1	7165678	7167174
Glyma.01g055500	Glyma01g06750	1	7168367	7171683
Glyma.01g055600	Glyma01g06762	1	7178083	7180147
Glyma.01g055700	Glyma01g06774	1	7212719	7214922
Glyma.01g055800	Glyma01g06787	1	7221416	7222744
Glyma.01g055900	Glyma01g06800	1	7228693	7231351
Glyma.01g056000	Glyma01g06810	1	7231999	7235244
Glyma.01g056100	Glyma01g06820	1	7235777	7238343
Glyma.01g056200	Glyma01g06830	1	7266581	7268146
Glyma.01g056300	Glyma01g06840	1	7269225	7273861
Glyma.01g056400	Glyma01g06850	1	7300791	7302992
Glyma.01g056500	Glyma01g06860	1	7305811	7309451
Glyma.01g056600	NA	1	7338640	7340052
Glyma.01g056700	NA	1	7345846	7346070
Glyma.01g056800	Glyma01g06870	1	7371198	7379188
Glyma.01g056900	Glyma01g06880	1	7386180	7388755
Glyma.01g057000	Glyma01g06902	1	7410559	7412709
Glyma.01g057100	Glyma01g06970	1	7507611	7510385
Glyma.01g057200	Glyma01g06980	1	7525703	7533850
Glyma.01g057300	Glyma01g06995	1	7537464	7539817
Glyma.01g057400	Glyma01g07010	1	7574367	7578581
Glyma.01g057500	Glyma01g07020	1	7590837	7598362
Glyma.01g057600	Glyma01g07040	1	7601173	7603134
Glyma.01g057700	Glyma01g07046	1	7604407	7609488
Glyma.01g057800	Glyma01g07053	1	7616115	7620132
Glyma.01g057900	Glyma01g07060	1	7634185	7637147
Glyma.01g058000	Glyma01g07070	1	7642485	7646277
Glyma.01g058100	Glyma01g07080	1	7650228	7650476
Glyma.01g058200	Glyma01g07091	1	7651327	7655874
Glyma.01g058300	Glyma01g07100	1	7673838	7676281
Glyma.01g058400	Glyma01g07110	1	7685939	7692724
Glyma.01g058500	Glyma01g07120	1	7722265	7728511
Glyma.01g058600	Glyma01g07130	1	7754927	7755389
Glyma.01g058700	Glyma01g07140	1	7774549	7777396
Glyma.01g058800	NA	1	7783981	7784431
Glyma.01g058900	Glyma01g07155	1	7789968	7790201
Glyma.01g059000	Glyma01g07160	1	7790857	7792847
Glyma.01g059100	Glyma01g07175	1	7805843	7809582
Glyma.01g059200	Glyma01g07190	1	7809918	7815321
Glyma.01g059300	Glyma01g07212	1	7822613	7823026
Glyma.01g059400	NA	1	7832908	7834120
Glyma.01g059500	Glyma01g07256	1	7834669	7835570
Glyma.01g059600	NA	1	7880023	7882351
Glyma.01g059700	NA	1	7890955	7892527
Glyma.01g059800	Glyma01g07278	1	7923076	7927660
Glyma.01g059900	Glyma01g07300	1	7995614	8000555
Glyma.01g060000	NA	1	8091298	8092694
Glyma.01g060100	Glyma01g07343	1	8107761	8108300
Glyma.01g060200	Glyma01g07366	1	8113871	8119631
Glyma.01g060300	Glyma01g07390	1	8127582	8132640
Glyma.01g060400	Glyma01g07416	1	8231077	8232782
Glyma.01g060500	NA	1	8319096	8320716
Glyma.01g060600	Glyma01g07470	1	8329287	8330293
Glyma.01g060700	Glyma01g07530	1	8369863	8389521
Glyma.01g060800	NA	1	8384174	8388560
Glyma.01g060900	NA	1	8393362	8396017
Glyma.01g061000	Glyma01g07567	1	8397419	8398861
Glyma.01g061100	Glyma01g07580	1	8436335	8438675
Glyma.01g061200	Glyma01g07601	1	8450549	8450870
Glyma.01g061300	NA	1	8451648	8452296
Glyma.01g061400	Glyma01g07621	1	8459276	8460663
Glyma.01g061500	Glyma01g07641	1	8475357	8504398
Glyma.01g061600	Glyma01g07661	1	8485070	8486680
Glyma.01g061700	Glyma01g07680	1	8519069	8527465
Glyma.01g061800	Glyma01g07690	1	8532373	8535077
Glyma.01g061900	Glyma01g07743	1	8561723	8563024
Glyma.01g062000	Glyma01g07770	1	8618076	8623564
Glyma.01g062100	Glyma01g07780	1	8627176	8631264
Glyma.01g062200	Glyma01g07791	1	8632263	8635842
Glyma.01g062300	Glyma01g07800	1	8637396	8642357
Glyma.01g062400	Glyma01g07860	1	8714119	8719741
Glyma.01g062500	NA	1	8770322	8771715
Glyma.01g062600	NA	1	8790495	8791774
Glyma.01g062700	Glyma01g07876	1	8835683	8836129
Glyma.01g062800	Glyma01g07893	1	8838772	8840343
Glyma.01g062900	Glyma01g07910	1	8885316	8889671
Glyma.01g063000	Glyma01g07930	1	8921298	8924709
Glyma.01g063100	Glyma01g07940	1	8957074	8960268
Glyma.01g063200	NA	1	8997438	8998597
Glyma.01g063300	Glyma01g08001	1	9026588	9028080
Glyma.01g063400	Glyma01g08015	1	9046661	9047458
Glyma.01g063500	Glyma01g08030	1	9065973	9068258
Glyma.01g063600	Glyma01g08043	1	9070279	9090635
Glyma.01g063700	Glyma01g08056	1	9099429	9105345
Glyma.01g063800	Glyma01g08080	1	9223274	9225348
Glyma.01g063900	Glyma01g08096	1	9248318	9248605
Glyma.01g064000	NA	1	9261065	9262868
Glyma.01g064100	Glyma01g08130	1	9380928	9394254
Glyma.01g0642002	NA	1	9496107	9496662
Glyma.01g0642001	NA	1	9497939	9500657
Glyma.01g064300	Glyma01g08191	1	9575621	9579344
Glyma.01g064400	Glyma01g08230	1	9624961	9631570
Glyma.01g064500	Glyma01g08250	1	9686112	9687201
Glyma.01g064600	Glyma01g08260	1	9691823	9695967
Glyma.01g064700	NA	1	9824602	9825342
Glyma.01g064800	Glyma01g08400	1	9894560	9895154
Glyma.01g064900	Glyma01g08540	1	9962820	9968245
Glyma.01g065000	Glyma01g08560	1	9996063	9998252
Glyma.01g065100	Glyma01g08580	1	10028909	10034668
Glyma.01g065200	Glyma01g08586	1	10049643	10051324
Glyma.01g065300	Glyma01g08593	1	10052428	10068760
Glyma.01g065400	Glyma01g08600	1	10070740	10076358
Glyma.01g065500	Glyma01g08610	1	10080759	10085887
Glyma.01g065600	Glyma01g08621	1	10100394	10108404
Glyma.01g065700	Glyma01g08631	1	10106380	10108121
Glyma.01g065800	Glyma01g08640	1	10135311	10140529
Glyma.01g065900	NA	1	10184639	10184848
Glyma.01g066000	Glyma01g08690	1	10191246	10193108
Glyma.01g066100	Glyma01g08730	1	10337068	10338889
Glyma.01g066200	NA	1	10383572	10384326
Glyma.01g066300	Glyma01g08760	1	10403999	10405863
Glyma.01g066400	Glyma01g08870	1	10418486	10420607
Glyma.01g066500	Glyma01g08980	1	10550887	10556253
Glyma.01g066600	Glyma01g09010	1	10623940	10629544
Glyma.01g066700	Glyma01g09040	1	10647632	10648614
Glyma.01g066800	Glyma01g09066	1	10650262	10650617
Glyma.01g066900	Glyma01g09093	1	10760980	10762035
Glyma.01g067000	Glyma01g09120	1	10810387	10813383
Glyma.01g067100	Glyma01g09160	1	10917771	10920690
Glyma.01g067200	Glyma01g09190	1	10956610	10960136
Glyma.01g067300	NA	1	10970241	10973414
Glyma.01g067400	NA	1	10986761	10987729
Glyma.01g067500	NA	1	11025006	11025385
Glyma.01g067600	Glyma01g09220	1	11026341	11029542
Glyma.01g067700	Glyma01g09251	1	11103294	11104972
Glyma.01g067800	Glyma01g09280	1	11213067	11214766
Glyma.01g067900	Glyma01g09290	1	11249529	11256939
Glyma.01g068000	Glyma01g09310	1	11288738	11297869
Glyma.01g068100	Glyma01g09350	1	11335559	11337504
Glyma.01g068200	Glyma01g09360	1	11346296	11349027
Glyma.01g068300	NA	1	11379140	11380844
Glyma.01g068400	NA	1	11399522	11399782
Glyma.01g068500	Glyma01g09381	1	11402860	11405432
Glyma.01g068600	Glyma01g09400	1	11500572	11504253
Glyma.01g068700	Glyma01g09410	1	11504351	11504998
Glyma.01g068800	Glyma01g09420	1	11533028	11539379
Glyma.01g068900	NA	1	11564948	11567377
Glyma.01g069000	Glyma01g09460	1	11591579	11592257
Glyma.01g069100	Glyma01g09481	1	11596633	11597523
Glyma.01g069200	Glyma01g09500	1	11644942	11645459
Glyma.01g069300	Glyma01g09510	1	11711747	11712782
Glyma.01g069400	Glyma01g09515	1	11723968	11725079
Glyma.01g069500	Glyma01g09520	1	11731923	11737927
Glyma.01g069600	NA	1	11739592	11741225
Glyma.01g069700	Glyma01g09581	1	11774848	11775318
Glyma.01g069800	NA	1	11786993	11788006
Glyma.01g069900	NA	1	11919484	11920076
Glyma.01g070000	NA	1	11957903	11958314
Glyma.01g070100	NA	1	11974212	11975335
Glyma.01g070200	NA	1	12014784	12021265
Glyma.01g070300	Glyma01g09660	1	12043942	12055600
Glyma.01g070400	Glyma01g09900	1	12565120	12574310
Glyma.01g070500	NA	1	12566402	12569287
Glyma.01g070600	NA	1	12583618	12590469
Glyma.01g070700	NA	1	12624555	12626877
Glyma.01g070800	Glyma01g09948	1	12633252	12633672
Glyma.01g070900	Glyma01g09976	1	12633908	12634417
Glyma.01g071000	Glyma01g10004	1	12779638	12781015
Glyma.01g071100	Glyma01g10032	1	12795347	12796996
Glyma.01g071200	NA	1	12797994	12800081
Glyma.01g071300	Glyma01g10081	1	12899195	12902071
Glyma.01g071400	Glyma01g10070	1	12900286	12900538
Glyma.01g071500	NA	1	12904577	12908384
Glyma.01g071600	Glyma01g10090	1	12905293	12905445
Glyma.01g071700	Glyma01g10100	1	12950811	12956026
Glyma.01g071800	NA	1	13043688	13045222
Glyma.01g071900	Glyma01g10141	1	13080584	13081005
Glyma.01g072000	Glyma01g10160	1	13103802	13106085
Glyma.01g072100	Glyma01g10183	1	13130199	13135654
Glyma.01g072200	Glyma01g10206	1	13295852	13299564
Glyma.01g072300	Glyma01g10231	1	13341778	13344853
Glyma.01g072400	Glyma01g10254	1	13344929	13357815
Glyma.01g072500	Glyma01g10302	1	13391747	13392818
Glyma.01g072600	NA	1	13398591	13403356
Glyma.01g072700	Glyma01g10326	1	13438726	13439823
Glyma.01g072800	Glyma01g10350	1	13441690	13443203
Glyma.01g072900	NA	1	13455686	13456887
Glyma.01g073000	NA	1	13457220	13463073
Glyma.01g073100	Glyma01g10390	1	13466522	13467145
Glyma.01g073200	Glyma01g14266	1	13868866	13874760
Glyma.01g073300	Glyma01g13960	1	14035972	14036303
Glyma.01g073400	Glyma01g13945	1	14046341	14097633
Glyma.01g073500	NA	1	14194691	14207982
Glyma.01g073600	Glyma01g13900	1	14209213	14211340
Glyma.01g073700	NA	1	14446411	14448213
Glyma.01g073800	NA	1	14448653	14450534
Glyma.01g073900	Glyma01g13777	1	14564770	14565756
Glyma.01g074000	Glyma01g13654	1	14637737	14679020
Glyma.01g074100	NA	1	14759247	14760013
Glyma.01g074200	Glyma01g13410	1	14771645	14772739
Glyma.01g074300	Glyma01g13400	1	14777422	14777816
Glyma.01g074400	Glyma0023s00620	1	15356546	15371784
Glyma.01g074500	Glyma0023s00515	1	15367893	15376232
Glyma.01g074600	Glyma0023s00410	1	15586842	15589339
Glyma.01g074700	Glyma01g14373	1	16519712	16547302
Glyma.01g074800	Glyma01g14480	1	16554975	16558858
Glyma.01g074900	NA	1	16595728	16598220
Glyma.01g075000	Glyma01g14500	1	16645630	16648936
Glyma.01g075100	Glyma01g14700	1	16817206	16817747
Glyma.01g075200	NA	1	16827395	16828321
Glyma.01g075300	Glyma01g14733	1	16835215	16837297
Glyma.01g075400	Glyma01g14800	1	16872442	16890182
Glyma.01g075500	NA	1	16908818	16909557
Glyma.01g075600	Glyma01g14905	1	17024109	17025126
Glyma.01g075700	Glyma01g15010	1	17033809	17034514
Glyma.01g075800	Glyma01g15134	1	17042561	17049552
Glyma.01g075900	Glyma01g15258	1	17154114	17157080
Glyma.01g076000	Glyma01g15382	1	17211826	17212063
Glyma.01g076100	Glyma01g15506	1	17473117	17483217
Glyma.01g076200	Glyma01g15630	1	17776101	17777400
Glyma.01g076300	Glyma01g15687	1	17995677	17996623
Glyma.01g076400	NA	1	18069356	18069964
Glyma.01g076500	Glyma01g15744	1	18073653	18077662
Glyma.01g076600	Glyma01g15802	1	18081684	18082274
Glyma.01g076700	Glyma01g15860	1	18145637	18146630
Glyma.01g076800	NA	1	18234389	18234811
Glyma.01g076900	Glyma01g15930	1	18297336	18303352
Glyma.01g077000	Glyma01g16140	1	18542434	18544679
Glyma.01g077100	Glyma01g16360	1	18734426	18736452
Glyma.01g077200	Glyma01g16370	1	18744645	18756315
Glyma.01g077300	Glyma01g16380	1	18838154	18856486
Glyma.01g077400	Glyma01g16526	1	18975540	19009104
Glyma.01g077500	Glyma01g16673	1	18984500	18987754
Glyma.01g077600	Glyma01g16820	1	19217725	19224854
Glyma.01g077700	Glyma01g17030	1	19513501	19516033
Glyma.01g077800	NA	1	19661969	19662338
Glyma.01g077900	Glyma01g17230	1	19662835	19664099
Glyma.01g078000	Glyma01g17240	1	19734563	19737043
Glyma.01g078100	Glyma01g17271	1	19802596	19804273
Glyma.01g078200	Glyma01g17300	1	19949314	19950496
Glyma.01g078300	Glyma01g17330	1	19989799	19992534
Glyma.01g078400	Glyma01g17350	1	20104887	20107326
Glyma.01g078500	NA	1	20179857	20184823
Glyma.01g078600	Glyma01g17580	1	20387096	20389896
Glyma.01g078700	Glyma01g17590	1	20438450	20438632
Glyma.01g078800	Glyma01g17820	1	20580914	20581819
Glyma.01g078900	NA	1	20583041	20584012
Glyma.01g079000	NA	1	20609817	20610507
Glyma.01g079100	Glyma01g17850	1	20632903	20639853
Glyma.01g079200	NA	1	20644116	20646844
Glyma.01g079300	Glyma01g17870	1	20705710	20713529
Glyma.01g0794002	NA	1	20725325	20725403
Glyma.01g0794001	NA	1	20725599	20726141
Glyma.01g079500	Glyma01g18040	1	20974073	20977468
Glyma.01g079600	Glyma01g18200	1	21210720	21211996
Glyma.01g079700	Glyma01g18360	1	21213009	21213251
Glyma.01g079800	Glyma01g18520	1	21339978	21342947
Glyma.01g079900	Glyma01g18606	1	21711344	21712781
Glyma.01g080000	Glyma01g18693	1	21783319	21785011
Glyma.01g080100	NA	1	21815164	21818872
Glyma.01g080200	Glyma01g18780	1	21841264	21844726
Glyma.01g080300	Glyma01g18885	1	21959514	21961696
Glyma.01g080400	Glyma01g19200	1	22123392	22126497
Glyma.01g080500	Glyma01g19420	1	22445624	22447180
Glyma.01g080600	Glyma01g19820	1	22689191	22695321
Glyma.01g080700	Glyma01g20030	1	22854910	22870643
Glyma.01g080800	Glyma01g20130	1	23009427	23010166
Glyma.01g080900	Glyma01g20230	1	23042603	23046475
Glyma.01g081000	Glyma01g20306	1	23133043	23133621
Glyma.01g081100	Glyma01g20383	1	23302523	23305199
Glyma.01g081200	NA	1	23324133	23324471
Glyma.01g081300	Glyma01g20460	1	23397460	23402672
Glyma.01g081400	Glyma01g20565	1	23592152	23594036
Glyma.01g081500	Glyma01g20670	1	23600207	23609665
Glyma.01g081600	Glyma01g20700	1	23676023	23681576
Glyma.01g081700	Glyma01g20710	1	23698304	23701695
Glyma.01g081800	NA	1	23778712	23780786
Glyma.01g0819002	NA	1	23798025	23800434
Glyma.01g0819001	NA	1	23812702	23813196
Glyma.01g082000	Glyma01g20740	1	23857368	23860794
Glyma.01g082100	Glyma01g20751	1	23864398	23864787
Glyma.01g082200	Glyma01g20760	1	23955854	23964480
Glyma.01g082300	NA	1	24000514	24000783
Glyma.01g082400	Glyma01g20775	1	24015137	24018489
Glyma.01g082500	Glyma01g20790	1	24022105	24024453
Glyma.01g082600	Glyma01g20800	1	24025275	24026869
Glyma.01g082700	Glyma01g20811	1	24095520	24103250
Glyma.01g082800	NA	1	24103271	24104754
Glyma.01g082900	Glyma01g20820	1	24105620	24105802
Glyma.01g083000	Glyma01g20860	1	24166910	24169387
Glyma.01g083100	Glyma01g20870	1	24170049	24172107
Glyma.01g083200	Glyma01g20885	1	24239057	24243237
Glyma.01g083300	Glyma01g20900	1	24262811	24268815
Glyma.01g083400	NA	1	24322570	24326002
Glyma.01g083500	Glyma01g20935	1	24329863	24330357
Glyma.01g083600	NA	1	24360265	24361612
Glyma.01g083700	Glyma01g20950	1	24494299	24499370
Glyma.01g083800	NA	1	24502354	24503303
Glyma.01g083900	Glyma01g20970	1	24562348	24563486
Glyma.01g084000	Glyma01g20980	1	24655359	24657653
Glyma.01g084100	Glyma01g21000	1	24679206	24679853
Glyma.01g084200	Glyma01g21120	1	24682089	24688981
Glyma.01g084300	NA	1	24810451	24813926
Glyma.01g084400	NA	1	24813975	24821352
Glyma.01g084500	Glyma01g21360	1	24832483	24844058
Glyma.01g084600	Glyma01g21480	1	24993684	24996013
Glyma.01g084700	Glyma01g21500	1	25047588	25051334
Glyma.01g084800	Glyma01g21510	1	25124181	25128488
Glyma.01g084900	NA	1	25141672	25146237
Glyma.01g085000	Glyma01g21521	1	25185993	25186578
Glyma.01g085100	NA	1	25190530	25191039
Glyma.01g085200	Glyma01g21530	1	25197290	25199986
Glyma.01g085300	NA	1	25200830	25202333
Glyma.01g085400	Glyma01g21570	1	25231530	25245899
Glyma.01g085500	NA	1	25256533	25259198
Glyma.01g085600	Glyma01g21580	1	25274635	25277191
Glyma.01g085700	Glyma01g21590	1	25343208	25345580
Glyma.01g085800	Glyma01g21620	1	25378074	25380736
Glyma.01g085900	Glyma01g21630	1	25396402	25397758
Glyma.01g086000	Glyma01g21660	1	25495513	25504014
Glyma.01g086100	NA	1	25515292	25517276
Glyma.01g086200	NA	1	25575389	25580901
Glyma.01g086300	NA	1	25599893	25602460
Glyma.01g086400	Glyma01g21762	1	25604500	25609630
Glyma.01g086500	NA	1	25617180	25621544
Glyma.01g0866002	NA	1	25671651	25688055
Glyma.01g0866001	NA	1	25701810	25706082
Glyma.01g086700	Glyma01g21900	1	25842073	25844689
Glyma.01g086800	Glyma01g22120	1	26113784	26115789
Glyma.01g086900	Glyma01g22160	1	26202436	26203703
Glyma.01g087000	Glyma01g22170	1	26205090	26210292
Glyma.01g087100	NA	1	26240964	26243645
Glyma.01g087200	NA	1	26272253	26273218
Glyma.01g087300	Glyma01g22195	1	26287353	26287913
Glyma.01g087400	Glyma01g22210	1	26297806	26300352
Glyma.01g087500	Glyma01g22260	1	26422818	26424641
Glyma.01g087600	Glyma01g22333	1	26539050	26542877
Glyma.01g087700	Glyma01g22406	1	26564745	26577288
Glyma.01g087800	Glyma01g22480	1	26610519	26612550
Glyma.01g087900	Glyma01g22490	1	26647880	26654149
Glyma.01g088000	NA	1	26665013	26665912
Glyma.01g088100	NA	1	26680111	26681801
Glyma.01g088200	Glyma01g22510	1	26695845	26702073
Glyma.01g088300	Glyma01g22530	1	26796323	26800433
Glyma.01g088400	NA	1	26851827	26854065
Glyma.01g088500	Glyma01g22554	1	26852800	26854227
Glyma.01g088600	NA	1	26861896	26862156
Glyma.01g088700	NA	1	26863926	26874212
Glyma.01g088800	Glyma01g22567	1	26875720	26877914
Glyma.01g088900	NA	1	26879109	26880092
Glyma.01g089000	Glyma01g22580	1	26983669	26996879
Glyma.01g089100	Glyma01g22600	1	27005485	27010251
Glyma.01g089200	Glyma01g22610	1	27011536	27012893
Glyma.01g089300	Glyma01g22620	1	27014089	27023556
Glyma.01g089400	NA	1	27036211	27041073
Glyma.01g089500	Glyma01g22630	1	27061882	27067990
Glyma.01g089600	Glyma01g22641	1	27107351	27108699
Glyma.01g089700	Glyma01g22650	1	27110314	27113661
Glyma.01g089800	Glyma01g22670	1	27170574	27175277
Glyma.01g089900	Glyma01g22680	1	27179090	27185466
Glyma.01g090000	NA	1	27227348	27228024
Glyma.01g090100	Glyma01g22710	1	27238164	27243891
Glyma.01g090200	Glyma01g22730	1	27248421	27251251
Glyma.01g090300	NA	1	27276310	27277086
Glyma.01g090400	Glyma01g22751	1	27317995	27319227
Glyma.01g090500	NA	1	27381969	27383013
Glyma.01g090600	NA	1	27393225	27394569
Glyma.01g090700	Glyma01g22800	1	27399934	27401258
Glyma.01g090800	NA	1	27436716	27440106
Glyma.01g090900	Glyma01g22830	1	27457902	27459497
Glyma.01g091000	Glyma01g22840	1	27462525	27476634
Glyma.01g091100	Glyma01g22850	1	27547569	27553436
Glyma.01g091200	Glyma01g22861	1	27563454	27564930
Glyma.01g091300	Glyma01g22871	1	27619051	27619990
Glyma.01g091400	Glyma01g22880	1	27621226	27623399
Glyma.01g091500	Glyma01g22927	1	27702081	27702486
Glyma.01g091600	Glyma01g22944	1	27741928	27745099
Glyma.01g091700	Glyma01g22962	1	27768282	27770868
Glyma.01g091800	Glyma01g22990	1	27867321	27873952
Glyma.01g091900	NA	1	27892476	27893782
Glyma.01g092000	NA	1	27894130	27894578
Glyma.01g092100	NA	1	27895594	27899894
Glyma.01g092200	NA	1	27900005	27900942
Glyma.01g092300	Glyma01g23040	1	27944192	27945565
Glyma.01g092400	Glyma01g23056	1	27946044	27957290
Glyma.01g092500	NA	1	27984661	27985198
Glyma.01g092600	Glyma01g23072	1	27985933	27986227
Glyma.01g092700	NA	1	28004036	28005185
Glyma.01g092800	NA	1	28006974	28025324
Glyma.01g092900	Glyma01g23140	1	28040091	28049057
Glyma.01g093000	Glyma01g23150	1	28135636	28139731
Glyma.01g0931002	NA	1	28173576	28173601
Glyma.01g0931001	NA	1	28173818	28178976
Glyma.01g093200	Glyma01g23196	1	28284522	28302415
Glyma.01g093300	Glyma01g23213	1	28290475	28292745
Glyma.01g093400	Glyma01g23230	1	28318678	28322365
Glyma.01g093500	Glyma01g23250	1	28330498	28331977
Glyma.01g093600	NA	1	28428965	28434199
Glyma.01g093700	Glyma01g23342	1	28475809	28478003
Glyma.01g093800	Glyma01g23384	1	28565871	28566637
Glyma.01g093900	NA	1	28612861	28636974
Glyma.01g094000	Glyma01g23470	1	28682887	28693887
Glyma.01g094100	Glyma01g23534	1	28759681	28766216
Glyma.01g094200	Glyma01g23598	1	28799316	28809474
Glyma.01g094300	NA	1	28817038	28818387
Glyma.01g094400	Glyma01g23662	1	29061556	29063625
Glyma.01g094500	NA	1	29083873	29085668
Glyma.01g094600	Glyma01g10730	1	29133592	29135479
Glyma.01g094700	NA	1	29197452	29198697
Glyma.01g094800	Glyma01g10850	1	29243723	29260732
Glyma.01g094900	Glyma01g10880	1	29284963	29291597
Glyma.01g095000	Glyma01g10900	1	29302230	29303550
Glyma.01g095100	Glyma01g10610	1	29532657	29536475
Glyma.01g095200	NA	1	29547826	29548565
Glyma.01g095300	Glyma01g10600	1	29549287	29550213
Glyma.01g095400	Glyma06g35220	1	29729948	29733772
Glyma.01g095500	Glyma06g35330	1	29735075	29737470
Glyma.01g095600	Glyma01g11110	1	29876570	29877616
Glyma.01g095700	Glyma01g11130	1	29950341	29953529
Glyma.01g095800	NA	1	30020446	30021726
Glyma.01g095900	Glyma01g11180	1	30191101	30191393
