Object.Name	LG	Start.cM	Stop.cM	Object.Type
BARC-016063-02049	D1b	20.74	20.74	SNP
BARC-016067-02053	D2	128.63	128.63	SNP
BARC-016069-02054	J	13.38	13.38	SNP
BARC-016073-02056	K	44.54	44.54	SNP
BARC-016079-02060	D1b	36.27	36.27	SNP
BARC-016083-02061	E	55.74	55.74	SNP
BARC-016111-02282	H	4.15	4.15	SNP
BARC-016117-02283	C1	18.25	18.25	SNP
BARC-016131-02290	E	56.7	56.7	SNP
BARC-016137-02291	B1	33.51	33.51	SNP
BARC-016145-02292	L	89.22	89.22	SNP
BARC-016167-02293	D2	128.63	128.63	SNP
BARC-016181-02303	L	64.63	64.63	SNP
BARC-016199-02307	N	31.85	31.85	SNP
BARC-016279-02316	B1	57.52	57.52	SNP
BARC-016391-02576	B1	112.92	112.92	SNP
BARC-016397-02579	K	11.97	11.97	SNP
BARC-016413-02582	H	12.95	12.95	SNP
BARC-016423-02585	C2	94.52	94.52	SNP
BARC-016463-02617	F	19.29	19.29	SNP
BARC-016467-02618	N	40.63	40.63	SNP
BARC-016475-02620	D1a	22.69	22.69	SNP
BARC-016475-02622	D1a	22.73	22.73	SNP
BARC-016485-02069	N	75.3	75.3	SNP
BARC-016509-02079	G	44.47	44.47	SNP
BARC-016519-02081	C1	28.41	28.41	SNP
BARC-016523-02083	D2	21.91	21.91	SNP
BARC-016535-02085	N	104.47	104.47	SNP
BARC-016539-02087	B1	43.3	43.3	SNP
BARC-016541-02090	I	62.79	62.79	SNP
BARC-016563-02119	K	76.95	76.95	SNP
BARC-016563-02128	K	90.15	90.15	SNP
BARC-016567-02143	B2	18.41	18.41	SNP
BARC-016573-02144	D1b	21.44	21.44	SNP
BARC-016585-02149	F	143.28	143.28	SNP
BARC-016587-02150	J	22.06	22.06	SNP
BARC-016635-02155	H	5.88	5.88	SNP
BARC-016645-02157	D2	10.85	10.85	SNP
BARC-016649-02159	E	50.07	50.07	SNP
BARC-016665-02164	I	113.23	113.23	SNP
BARC-016775-02322	J	21.54	21.54	SNP
BARC-016777-02328	C2	99	99	SNP
BARC-016783-02329	M	52.95	52.95	SNP
BARC-016797-02331	K	53.89	53.89	SNP
BARC-016811-02338	D1a	51.51	51.51	SNP
BARC-016841-02350	K	1.46	1.46	SNP
BARC-016861-02355	A2	55.16	55.16	SNP
BARC-016867-02359	G	80.26	80.26	SNP
BARC-016957-02165	C2	22.54	22.54	SNP
BARC-016965-02168	A2	25.46	25.46	SNP
BARC-016977-02171	C1	65.71	65.71	SNP
BARC-017023-02178	C1	59.87	59.87	SNP
BARC-017027-02180	L	87.47	87.47	SNP
BARC-017045-02182	O	50.12	50.12	SNP
BARC-017059-02191	D2	65.83	65.83	SNP
BARC-017083-02193	B2	70.38	70.38	SNP
BARC-017089-02194	C1	70.7	70.7	SNP
BARC-017095-02197	H	12.9	12.9	SNP
BARC-017097-02199	B1	34.37	34.37	SNP
BARC-017117-02204	M	69.56	69.56	SNP
BARC-017125-02212	I	117.99	117.99	SNP
BARC-017133-02218	F	70.9	70.9	SNP
BARC-017147-02224	O	72.26	72.26	SNP
BARC-017157-02225	J	42.29	42.29	SNP
BARC-017181-02241	H	106.74	106.74	SNP
BARC-017185-02246	G	72.83	72.83	SNP
BARC-017211-02251	B2	115.04	115.04	SNP
BARC-017219-02252	A2	39.39	39.39	SNP
BARC-017255-02254	D1b	88.99	88.99	SNP
BARC-017283-02257	E	39.12	39.12	SNP
BARC-017285-02260	C2	90.7	90.7	SNP
BARC-017329-02265	A1	34.53	34.53	SNP
BARC-017339-02269	O	134.56	134.56	SNP
BARC-017525-03061	D2	67.4	67.4	SNP
BARC-017533-03065	H	4.15	4.15	SNP
BARC-017563-03090	K	49.95	49.95	SNP
BARC-017645-02637	C1	80.34	80.34	SNP
BARC-017661-02663	O	115.45	115.45	SNP
BARC-017669-03102	G	105.68	105.68	SNP
BARC-017679-03103	E	47.84	47.84	SNP
BARC-017681-03105	G	80.26	80.26	SNP
BARC-017697-03107	J	63.62	63.62	SNP
BARC-017707-03110	H	80	80	SNP
BARC-017727-03123	B2	115.04	115.04	SNP
BARC-017755-03125	E	40.98	40.98	SNP
BARC-017767-03127	E	59.4	59.4	SNP
BARC-017835-02393	J	67.41	67.41	SNP
BARC-017837-02403	O	68.04	68.04	SNP
BARC-017865-02407	A1	88.78	88.78	SNP
BARC-017873-02408	I	120.94	120.94	SNP
BARC-017893-02424	E	13.26	13.26	SNP
BARC-017895-02427	D1b	117.19	117.19	SNP
BARC-017909-02439	D1a	53.24	53.24	SNP
BARC-017911-02444	D2	20.53	20.53	SNP
BARC-017913-02447	C2	92.84	92.84	SNP
BARC-017917-02451	F	75.62	75.62	SNP
BARC-017933-02457	B2	87.75	87.75	SNP
BARC-017935-02459	A1	15.52	15.52	SNP
BARC-017943-02462	D1a	51.02	51.02	SNP
BARC-017957-02480	N	74.5	74.5	SNP
BARC-017963-02483	D1a	40.4	40.4	SNP
BARC-017975-02490	H	80	80	SNP
BARC-017983-02492	A2	64.46	64.46	SNP
BARC-018007-02494	F	95.1	95.1	SNP
BARC-018019-02497	O	55.42	55.42	SNP
BARC-018023-02499	A2	51.1	51.1	SNP
BARC-018065-02506	I	120.34	120.34	SNP
BARC-018083-02511	A2	61.86	61.86	SNP
BARC-018093-02513	J	22.04	22.04	SNP
BARC-018095-02514	F	44.36	44.36	SNP
BARC-018099-02516	B1	29.17	29.17	SNP
BARC-018101-02517	O	40.82	40.82	SNP
BARC-018103-02520	O	40.82	40.82	SNP
BARC-018109-02525	M	3.12	3.12	SNP
BARC-018125-02530	N	101.66	101.66	SNP
BARC-018147-02532	A2	122.86	122.86	SNP
BARC-018175-02534	L	100.53	100.53	SNP
BARC-018177-02535	F	97.26	97.26	SNP
BARC-018187-02537	D1b	18.75	18.75	SNP
BARC-018211-03157	D1a	119.91	119.91	SNP
BARC-018353-03589	B2	71.46	71.46	SNP
BARC-018441-03188	G	77.66	77.66	SNP
BARC-018461-02916	E	41.15	41.15	SNP
BARC-018479-02918	G	3.9	3.9	SNP
BARC-018515-02927	K	115.05	115.05	SNP
BARC-018527-03201	M	3.12	3.12	SNP
BARC-018551-02971	F	2.48	2.48	SNP
BARC-018557-03202	B1	125.94	125.94	SNP
BARC-018563-02977	C2	30.41	30.41	SNP
BARC-018565-02979	C1	136.06	136.06	SNP
BARC-018577-02980	H	58.89	58.89	SNP
BARC-018619-02983	B2	115.04	115.04	SNP
BARC-018625-02985	A2	11.52	11.52	SNP
BARC-018635-03211	G	84.2	84.2	SNP
BARC-018645-03216	D2	21.91	21.91	SNP
BARC-018649-03221	B1	123.63	123.63	SNP
BARC-018657-02988	D1a	82.09	82.09	SNP
BARC-018661-03231	J	22.06	22.06	SNP
BARC-018681-02991	A1	97.51	97.51	SNP
BARC-018693-02992	O	128.13	128.13	SNP
BARC-018713-03241	B1	29.17	29.17	SNP
BARC-018741-02997	F	138.89	138.89	SNP
BARC-018741-03001	F	132.32	132.32	SNP
BARC-018755-03002	D1a	69.56	69.56	SNP
BARC-018761-03242	J	52.8	52.8	SNP
BARC-018767-03008	D2	17.88	17.88	SNP
BARC-018791-03019	D2	20.53	20.53	SNP
BARC-018805-03252	H	116.51	116.51	SNP
BARC-018809-03022	N	75.3	75.3	SNP
BARC-018813-03029	E	50.41	50.41	SNP
BARC-018835-03260	D1a	105.71	105.71	SNP
BARC-018859-03262	D2	47.79	47.79	SNP
BARC-018869-03031	B1	118	118	SNP
BARC-018885-03267	L	37.19	37.19	SNP
BARC-018889-03033	J	35.56	35.56	SNP
BARC-018895-03034	H	70.52	70.52	SNP
BARC-018901-03270	E	41.82	41.82	SNP
BARC-018911-03271	O	25.21	25.21	SNP
BARC-018915-03279	C2	146.53	146.53	SNP
BARC-018917-03281	O	134.72	134.72	SNP
BARC-018923-03037	E	9.99	9.99	SNP
BARC-018933-03040	A1	100.11	100.11	SNP
BARC-018941-03042	A2	65.45	65.45	SNP
BARC-018959-03045	E	3.69	3.69	SNP
BARC-018973-03046	H	62.62	62.62	SNP
BARC-018981-03289	J	17.47	17.47	SNP
BARC-019001-03049	G	77.66	77.66	SNP
BARC-019015-03051	C1	44.45	44.45	SNP
BARC-019021-03291	D2	135.78	135.78	SNP
BARC-019039-03054	L	110.93	110.93	SNP
BARC-019069-03297	E	47.99	47.99	SNP
BARC-019085-03298	A1	67.16	67.16	SNP
BARC-019093-03299	C1	120.99	120.99	SNP
BARC-019105-03309	O	54.91	54.91	SNP
BARC-019113-03311	D1b	12.09	12.09	SNP
BARC-019149-03317	D1b	33.17	33.17	SNP
BARC-019229-03401	J	84.35	84.35	SNP
BARC-019415-03923	A1	15.78	15.78	SNP
BARC-019475-03618	A1	2.82	2.82	SNP
BARC-019729-04333	E	47.99	47.99	SNP
BARC-019739-04343	E	25.74	25.74	SNP
BARC-019749-04353	A2	58.63	58.63	SNP
BARC-019765-04362	O	128.13	128.13	SNP
BARC-019775-04370	H	45.51	45.51	SNP
BARC-019807-04396	J	41.65	41.65	SNP
BARC-019823-04401	O	130.24	130.24	SNP
BARC-020019-04403	I	66.45	66.45	SNP
BARC-020031-04407	C2	99	99	SNP
BARC-020035-04416	A1	79.17	79.17	SNP
BARC-020075-04435	E	26.37	26.37	SNP
BARC-020101-04452	N	75.29	75.29	SNP
BARC-020103-04462	D1b	5.51	5.51	SNP
BARC-020103-04463	D1b	5.51	5.51	SNP
BARC-020105-04465	D1b	5.51	5.51	SNP
BARC-020113-04470	D1a	91.37	91.37	SNP
BARC-020127-04472	E	11.63	11.63	SNP
BARC-020139-04480	G	41.24	41.24	SNP
BARC-020147-04482	D2	87.65	87.65	SNP
BARC-020171-04491	I	57.81	57.81	SNP
BARC-020233-04500	F	0.58	0.58	SNP
BARC-020293-04543	D1b	136.23	136.23	SNP
BARC-020357-04569	D2	6.55	6.55	SNP
BARC-020401-04601	A1	61.18	61.18	SNP
BARC-020405-04602	C2	110.84	110.84	SNP
BARC-020425-04614	E	55.74	55.74	SNP
BARC-020449-04623	B2	40.59	40.59	SNP
BARC-020455-04627	B2	55.61	55.61	SNP
BARC-020457-04632	L	34.99	34.99	SNP
BARC-020467-04633	N	36.58	36.58	SNP
BARC-020479-04634	A1	41.52	41.52	SNP
BARC-020481-04638	D1b	14.08	14.08	SNP
BARC-020505-04644	J	22.06	22.06	SNP
BARC-020509-04645	C1	73.38	73.38	SNP
BARC-020517-04647	M	69.56	69.56	SNP
BARC-020559-04669	O	19.7	19.7	SNP
BARC-020571-04677	M	62.99	62.99	SNP
BARC-020589-04684	H	13.65	13.65	SNP
BARC-020591-04686	A2	145.47	145.47	SNP
BARC-020713-04700	I	47	47	SNP
BARC-020735-04704	O	85.69	85.69	SNP
BARC-021149-03992	B1	23.29	23.29	SNP
BARC-021153-03996	J	13.38	13.38	SNP
BARC-021179-03997	F	147.6	147.6	SNP
BARC-021189-03998	C2	113.66	113.66	SNP
BARC-021191-04000	D2	37.2	37.2	SNP
BARC-021199-04005	B1	125.94	125.94	SNP
BARC-021257-04015	G	41.24	41.24	SNP
BARC-021287-04020	M	62.99	62.99	SNP
BARC-021293-04029	N	86.89	86.89	SNP
BARC-021321-04035	L	97.28	97.28	SNP
BARC-021329-04038	A2	51.1	51.1	SNP
BARC-021337-04040	G	44.47	44.47	SNP
BARC-021343-04041	I	25.2	25.2	SNP
BARC-021353-04045	B2	27.9	27.9	SNP
BARC-021403-04096	D1b	132.84	132.84	SNP
BARC-021425-04104	C2	124.22	124.22	SNP
BARC-021459-04106	B1	120.13	120.13	SNP
BARC-021465-04116	N	57.9	57.9	SNP
BARC-021477-04128	D2	11.42	11.42	SNP
BARC-021477-04129	D2	10.29	10.29	SNP
BARC-021483-04130	L	43.96	43.96	SNP
BARC-021491-04133	K	42.03	42.03	SNP
BARC-021531-04136	D1a	86.45	86.45	SNP
BARC-021551-04141	J	83.25	83.25	SNP
BARC-021555-04144	E	48.1	48.1	SNP
BARC-021561-04146	D1b	88.99	88.99	SNP
BARC-021573-04148	A1	14.43	14.43	SNP
BARC-021575-04149	L	89.22	89.22	SNP
BARC-021577-04150	A2	105	105	SNP
BARC-021581-04152	K	107.46	107.46	SNP
BARC-021603-04153	G	123.45	123.45	SNP
BARC-021625-04157	D1b	49.93	49.93	SNP
BARC-021641-04161	J	19.07	19.07	SNP
BARC-021647-04163	D1b	96.54	96.54	SNP
BARC-021659-04168	H	47.7	47.7	SNP
BARC-021693-04178	H	84.36	84.36	SNP
BARC-021715-04191	O	120.2	120.2	SNP
BARC-021733-04193	L	91.47	91.47	SNP
BARC-021735-04194	C2	103.2	103.2	SNP
BARC-021753-04197	H	80	80	SNP
BARC-021793-04213	I	113.58	113.58	SNP
BARC-021803-04215	C1	77.35	77.35	SNP
BARC-021827-04218	L	102.53	102.53	SNP
BARC-021831-04219	A2	51.1	51.1	SNP
BARC-021845-04222	F	146.57	146.57	SNP
BARC-021845-04223	F	147.6	147.6	SNP
BARC-021875-04228	J	77.99	77.99	SNP
BARC-021887-04232	I	22.36	22.36	SNP
BARC-021905-04234	H	13.65	13.65	SNP
BARC-021937-04237	A2	9.05	9.05	SNP
BARC-021953-04238	A2	161.14	161.14	SNP
BARC-021961-04241	C1	20.68	20.68	SNP
BARC-021991-04246	D2	79.43	79.43	SNP
BARC-022019-04251	A1	20.28	20.28	SNP
BARC-022025-04258	B2	15.95	15.95	SNP
BARC-022029-04261	L	38.7	38.7	SNP
BARC-022037-04263	D2	37.2	37.2	SNP
BARC-022039-04270	E	9.99	9.99	SNP
BARC-022043-04271	F	72.67	72.67	SNP
BARC-022049-04272	O	120.2	120.2	SNP
BARC-022077-04282	J	61.07	61.07	SNP
BARC-022163-04290	C2	34.95	34.95	SNP
BARC-022165-04291	K	49.96	49.96	SNP
BARC-022175-04293	O	40.5	40.5	SNP
BARC-022201-04296	K	37.29	37.29	SNP
BARC-022261-04297	J	41.65	41.65	SNP
BARC-022263-04301	D1b	10.51	10.51	SNP
BARC-022277-04304	B2	46.03	46.03	SNP
BARC-022289-04309	M	40.77	40.77	SNP
BARC-022317-04311	A1	49.55	49.55	SNP
BARC-022321-04314	J	61.07	61.07	SNP
BARC-022353-04315	C1	26.9	26.9	SNP
BARC-022387-04319	A2	93.95	93.95	SNP
BARC-022409-04322	O	85.69	85.69	SNP
BARC-022445-04327	A2	103.1	103.1	SNP
BARC-022447-04329	C1	126.05	126.05	SNP
BARC-022453-04332	J	22.94	22.94	SNP
BARC-023131-03782	I	36.27	36.27	SNP
BARC-023517-05442	C2	112.87	112.87	SNP
BARC-024043-04709	A2	100.96	100.96	SNP
BARC-024045-04713	F	88.77	88.77	SNP
BARC-024045-04714	F	86.02	86.02	SNP
BARC-024047-04716	J	61.06	61.06	SNP
BARC-024049-04717	C2	32.74	32.74	SNP
BARC-024115-04764	J	65.35	65.35	SNP
BARC-024117-04765	C1	23.99	23.99	SNP
BARC-024123-04768	O	134.72	134.72	SNP
BARC-024137-04780	C2	22.33	22.33	SNP
BARC-024147-04784	D1a	7.43	7.43	SNP
BARC-024187-04790	C1	130.88	130.88	SNP
BARC-024195-04791	N	107.74	107.74	SNP
BARC-024219-04806	B1	41.5	41.5	SNP
BARC-024221-04807	C2	40.81	40.81	SNP
BARC-024229-04809	J	85.72	85.72	SNP
BARC-024251-04812	G	100.99	100.99	SNP
BARC-024253-04817	M	83.06	83.06	SNP
BARC-024259-04819	F	44.36	44.36	SNP
BARC-024261-04822	D2	18.48	18.48	SNP
BARC-024287-04825	D2	20.53	20.53	SNP
BARC-024295-04827	B2	14.69	14.69	SNP
BARC-024297-04834	C1	18.25	18.25	SNP
BARC-024299-04840	E	49.15	49.15	SNP
BARC-024303-04842	D2	135.88	135.88	SNP
BARC-024329-04849	N	75.3	75.3	SNP
BARC-024333-04850	A1	93.07	93.07	SNP
BARC-024345-04854	L	86.13	86.13	SNP
BARC-024363-04857	B2	112.51	112.51	SNP
BARC-024409-04868	D1b	88.99	88.99	SNP
BARC-024429-04882	C2	80.13	80.13	SNP
BARC-024441-04883	D1b	75.87	75.87	SNP
BARC-024447-04891	O	134.72	134.72	SNP
BARC-024449-04894	D2	47.77	47.77	SNP
BARC-024465-04897	D2	24.65	24.65	SNP
BARC-024477-04899	D1a	25.08	25.08	SNP
BARC-024481-04933	E	25.74	25.74	SNP
BARC-024489-04936	G	72.82	72.82	SNP
BARC-024501-04947	B2	115.04	115.04	SNP
BARC-024563-04967	A2	28.09	28.09	SNP
BARC-024569-04979	F	70.9	70.9	SNP
BARC-024569-04982	F	67.7	67.7	SNP
BARC-024577-05301	I	35.28	35.28	SNP
BARC-025277-06467	J	19.06	19.06	SNP
BARC-025291-06469	F	28.31	28.31	SNP
BARC-025453-06504	D1a	86.45	86.45	SNP
BARC-025461-06505	D2	20.52	20.52	SNP
BARC-025493-06513	E	10.15	10.15	SNP
BARC-025503-06514	D1a	82.09	82.09	SNP
BARC-025561-06521	F	98.87	98.87	SNP
BARC-025609-06529	A1	92.45	92.45	SNP
BARC-025631-06538	D1b	132.84	132.84	SNP
BARC-025669-04989	K	93.88	93.88	SNP
BARC-025691-04995	F	28.31	28.31	SNP
BARC-025703-04999	B1	125.94	125.94	SNP
BARC-025705-05001	C2	107.71	107.71	SNP
BARC-025707-05009	C2	107.69	107.69	SNP
BARC-025709-05013	H	121.32	121.32	SNP
BARC-025719-05018	A2	100.96	100.96	SNP
BARC-025745-05031	D1a	69.12	69.12	SNP
BARC-025753-05037	E	27.85	27.85	SNP
BARC-025767-05060	C2	122.95	122.95	SNP
BARC-025777-05063	G	0.43	0.43	SNP
BARC-025777-05064	G	7.11	7.11	SNP
BARC-025801-05075	J	43.48	43.48	SNP
BARC-025811-05088	A2	48.56	48.56	SNP
BARC-025815-05092	I	95.45	95.45	SNP
BARC-025817-05093	A1	95.4	95.4	SNP
BARC-025823-05100	K	2.92	2.92	SNP
BARC-025839-05112	E	58.82	58.82	SNP
BARC-025847-05113	I	66.44	66.44	SNP
BARC-025851-05118	J	77.33	77.33	SNP
BARC-025859-05125	F	95.1	95.1	SNP
BARC-025861-05129	C1	25.43	25.43	SNP
BARC-025873-05130	B1	43.3	43.3	SNP
BARC-025897-05144	F	70.2	70.2	SNP
BARC-025915-05156	F	120.97	120.97	SNP
BARC-025925-05159	A2	37.96	37.96	SNP
BARC-025927-05161	D2	103.68	103.68	SNP
BARC-025955-05182	D1b	37.23	37.23	SNP
BARC-025961-05189	M	17.88	17.88	SNP
BARC-025969-05190	I	104.81	104.81	SNP
BARC-025987-05207	I	62.2	62.2	SNP
BARC-026013-05225	G	80.26	80.26	SNP
BARC-026019-05227	A2	145.22	145.22	SNP
BARC-026035-05230	K	41.53	41.53	SNP
BARC-026051-05237	I	53.16	53.16	SNP
BARC-026065-05239	D1b	106.26	106.26	SNP
BARC-026069-05243	L	82.9	82.9	SNP
BARC-026077-05254	M	102.85	102.85	SNP
BARC-026091-05255	A2	61.86	61.86	SNP
BARC-026093-05256	B1	35.59	35.59	SNP
BARC-026113-05263	F	118.26	118.26	SNP
BARC-026127-05270	A1	95.4	95.4	SNP
BARC-026129-05274	A1	62.78	62.78	SNP
BARC-026133-05276	N	37.96	37.96	SNP
BARC-026143-05278	K	47.98	47.98	SNP
BARC-026145-05280	H	88.08	88.08	SNP
BARC-027378-06560	B1	43.3	43.3	SNP
BARC-027452-06569	G	8.01	8.01	SNP
BARC-027468-06586	D2	126.7	126.7	SNP
BARC-027478-06590	D1b	5.01	5.01	SNP
BARC-027480-06591	E	26.37	26.37	SNP
BARC-027502-06598	F	92.43	92.43	SNP
BARC-027534-06600	E	27.85	27.85	SNP
BARC-027542-06603	I	95.74	95.74	SNP
BARC-027542-06604	I	90.44	90.44	SNP
BARC-027546-06606	A1	89.56	89.56	SNP
BARC-027552-06609	I	22.87	22.87	SNP
BARC-027618-06622	A2	54.03	54.03	SNP
BARC-027622-06625	F	99.81	99.81	SNP
BARC-027688-06630	C2	36.57	36.57	SNP
BARC-027694-06635	G	70.82	70.82	SNP
BARC-027718-06640	M	11.44	11.44	SNP
BARC-027720-06642	B1	97.87	97.87	SNP
BARC-027728-06650	N	22.65	22.65	SNP
BARC-027778-06658	A1	86.06	86.06	SNP
BARC-027786-06670	E	25.74	25.74	SNP
BARC-027790-06672	I	44.85	44.85	SNP
BARC-027816-06683	H	111.26	111.26	SNP
BARC-027836-06689	J	69.28	69.28	SNP
BARC-027846-06691	C2	32.74	32.74	SNP
BARC-027848-06692	K	81.49	81.49	SNP
BARC-027872-06696	O	57.03	57.03	SNP
BARC-027874-06697	B1	100.51	100.51	SNP
BARC-027908-06698	D1b	116.66	116.66	SNP
BARC-027930-06703	N	102.84	102.84	SNP
BARC-027950-06706	K	89.39	89.39	SNP
BARC-028159-05778	J	34.72	34.72	SNP
BARC-028199-05787	J	11.58	11.58	SNP
BARC-028205-05792	N	78.86	78.86	SNP
BARC-028221-05799	E	51.63	51.63	SNP
BARC-028243-05801	M	46.57	46.57	SNP
BARC-028289-05814	B1	56.7	56.7	SNP
BARC-028307-05823	J	30.65	30.65	SNP
BARC-028309-05824	A2	51.1	51.1	SNP
BARC-028317-05828	K	107.45	107.45	SNP
BARC-028321-05831	C1	14.06	14.06	SNP
BARC-028335-05833	I	14.56	14.56	SNP
BARC-028339-05837	J	65.17	65.17	SNP
BARC-028353-05838	L	103.8	103.8	SNP
BARC-028361-05840	A2	51.1	51.1	SNP
BARC-028373-05856	D1b	114.49	114.49	SNP
BARC-028389-05859	C1	125.63	125.63	SNP
BARC-028423-05867	J	3.81	3.81	SNP
BARC-028425-05868	E	48.98	48.98	SNP
BARC-028441-05872	C2	118.95	118.95	SNP
BARC-028445-05875	C2	129.43	129.43	SNP
BARC-028455-05920	M	40.77	40.77	SNP
BARC-028485-05923	D2	26.54	26.54	SNP
BARC-028499-05924	H	7.1	7.1	SNP
BARC-028515-05934	F	0.58	0.58	SNP
BARC-028539-05944	N	91.94	91.94	SNP
BARC-028583-05961	F	95.1	95.1	SNP
BARC-028589-05965	J	70.47	70.47	SNP
BARC-028599-05966	J	18.29	18.29	SNP
BARC-028607-05972	E	40.06	40.06	SNP
BARC-028619-05977	N	24.64	24.64	SNP
BARC-028645-05979	N	22.65	22.65	SNP
BARC-028649-05981	I	113.58	113.58	SNP
BARC-028651-05984	O	118.62	118.62	SNP
BARC-028671-05985	C1	133.65	133.65	SNP
BARC-028679-05986	A2	28.09	28.09	SNP
BARC-028709-05992	N	78.86	78.86	SNP
BARC-028723-05998	B2	14.64	14.64	SNP
BARC-028745-06004	N	88.64	88.64	SNP
BARC-028749-06006	D1b	5.51	5.51	SNP
BARC-028761-06008	J	81.16	81.16	SNP
BARC-028775-06010	A2	116.39	116.39	SNP
BARC-028781-06012	N	115.09	115.09	SNP
BARC-028787-06014	L	97.29	97.29	SNP
BARC-028793-06015	A1	46.95	46.95	SNP
BARC-028805-06018	E	51.63	51.63	SNP
BARC-028843-06027	D1a	7.42	7.42	SNP
BARC-028861-06032	K	107.46	107.46	SNP
BARC-028887-06034	F	100.75	100.75	SNP
BARC-028893-06035	B2	12.21	12.21	SNP
BARC-028899-06037	F	147.6	147.6	SNP
BARC-028901-06041	I	118.89	118.89	SNP
BARC-028907-06042	E	20.29	20.29	SNP
BARC-028991-06048	A1	92.45	92.45	SNP
BARC-029007-06050	A2	63.93	63.93	SNP
BARC-029049-06055	D1a	82.08	82.08	SNP
BARC-029051-06057	L	102.53	102.53	SNP
BARC-029055-06058	H	66.01	66.01	SNP
BARC-029149-06090	A1	1.98	1.98	SNP
BARC-029151-06098	I	86.52	86.52	SNP
BARC-029179-06104	E	56.71	56.71	SNP
BARC-029185-06106	N	76.78	76.78	SNP
BARC-029189-06116	O	18.7	18.7	SNP
BARC-029193-06118	D1b	126.72	126.72	SNP
BARC-029195-06120	D2	21.91	21.91	SNP
BARC-029275-06136	K	58.56	58.56	SNP
BARC-029279-06138	D2	128.63	128.63	SNP
BARC-029289-06142	G	60.81	60.81	SNP
BARC-029301-06148	I	100.31	100.31	SNP
BARC-029343-06156	E	49.99	49.99	SNP
BARC-029355-06158	N	85.92	85.92	SNP
BARC-029415-06172	N	78.86	78.86	SNP
BARC-029425-06191	C1	23.99	23.99	SNP
BARC-029431-06192	D1b	5.01	5.01	SNP
BARC-029457-06193	G	60.81	60.81	SNP
BARC-029461-06196	I	50.24	50.24	SNP
BARC-029473-06198	N	37.21	37.21	SNP
BARC-029483-06201	D2	6.55	6.55	SNP
BARC-029491-06203	O	85.69	85.69	SNP
BARC-029521-06208	D2	10.23	10.23	SNP
BARC-029531-06209	O	65.75	65.75	SNP
BARC-029533-06211	B1	0.5	0.5	SNP
BARC-029583-06223	K	53.89	53.89	SNP
BARC-029599-06230	E	20.86	20.86	SNP
BARC-029605-06243	C1	18.25	18.25	SNP
BARC-029625-06252	F	13.8	13.8	SNP
BARC-029627-06257	O	109.02	109.02	SNP
BARC-029629-06265	O	143.73	143.73	SNP
BARC-029635-06268	C2	69.23	69.23	SNP
BARC-029645-06276	D2	128.63	128.63	SNP
BARC-029659-06282	E	53.45	53.45	SNP
BARC-029683-06315	F	75.6	75.6	SNP
BARC-029687-06322	B2	115.18	115.18	SNP
BARC-029689-06324	D2	10.23	10.23	SNP
BARC-029707-06329	I	113.23	113.23	SNP
BARC-029735-06331	K	89.95	89.95	SNP
BARC-029781-06338	D2	82.91	82.91	SNP
BARC-029787-06340	A1	97.58	97.58	SNP
BARC-029787-06362	A1	95.26	95.26	SNP
BARC-029795-06402	M	76.03	76.03	SNP
BARC-029803-06418	I	57.99	57.99	SNP
BARC-029811-06423	O	18.02	18.02	SNP
BARC-029823-06424	F	72.67	72.67	SNP
BARC-029825-06442	M	18.69	18.69	SNP
BARC-029825-06443	M	18.08	18.08	SNP
BARC-029827-06444	I	37.6	37.6	SNP
BARC-029859-06448	D2	124.02	124.02	SNP
BARC-029865-06449	A2	65.45	65.45	SNP
BARC-029873-06450	A1	91.87	91.87	SNP
BARC-029943-06758	C1	69.16	69.16	SNP
BARC-029975-06765	L	89.22	89.22	SNP
BARC-029981-06767	H	108.15	108.15	SNP
BARC-029997-06773	N	85.92	85.92	SNP
BARC-030025-06778	K	101.72	101.72	SNP
BARC-030043-06786	L	29.56	29.56	SNP
BARC-030055-06792	G	10.65	10.65	SNP
BARC-030073-06797	C1	78.83	78.83	SNP
BARC-030079-06803	E	46.27	46.27	SNP
BARC-030085-06807	K	93.66	93.66	SNP
BARC-030093-06808	C2	112.77	112.77	SNP
BARC-030101-06809	L	93.87	93.87	SNP
BARC-030145-06814	H	36.1	36.1	SNP
BARC-030167-06816	D2	82.91	82.91	SNP
BARC-030169-06817	D2	81.95	81.95	SNP
BARC-030171-06819	E	20.65	20.65	SNP
BARC-030181-06822	K	86.07	86.07	SNP
BARC-030187-06826	L	64.59	64.59	SNP
BARC-030219-06833	D2	10.23	10.23	SNP
BARC-030241-06838	H	10.43	10.43	SNP
BARC-030255-06839	C1	18.25	18.25	SNP
BARC-030259-06840	I	68.8	68.8	SNP
BARC-030273-06846	L	101.06	101.06	SNP
BARC-030291-06848	L	66.85	66.85	SNP
BARC-030305-06851	C1	16.06	16.06	SNP
BARC-030337-06857	A1	92.45	92.45	SNP
BARC-030359-06858	F	85.9	85.9	SNP
BARC-030359-06859	F	85.58	85.58	SNP
BARC-030361-06861	D1b	96.54	96.54	SNP
BARC-030421-06864	H	103.06	103.06	SNP
BARC-030429-06866	C1	23.99	23.99	SNP
BARC-030433-06867	J	72.86	72.86	SNP
BARC-030457-06870	K	89.4	89.4	SNP
BARC-030485-06876	A2	51.1	51.1	SNP
BARC-030491-06877	O	132.88	132.88	SNP
BARC-030493-06879	G	66.71	66.71	SNP
BARC-030493-06880	G	67.58	67.58	SNP
